GroupNumber    M200[Msol]    fdisk    fbulge    fihl    DtoT_30kpc    kappa_co_30kpc    f_gt_100kpc    f_gt_30kpc    f_gt_2r50    disk_t50    disk_r50    disk_sfr    bulge_t50    bulge_r50    bulge_sfr    ihl_t50    ihl_r50    ihl_sfr
241 5.313816e+12 2.358630e-01 5.112803e-01 2.528568e-01 -1.171823e-01 2.454657e-01 3.555779e-02 1.471126e-01 2.884331e-01 3.677759e+00 1.708458e+01 3.775089e+00 1.029365e+01 4.558206e+00 5.582035e-01 1.054238e+01 2.325053e+01 1.820686e-02
242 7.300377e+12 3.779052e-01 4.757238e-01 1.463710e-01 5.732570e-01 4.378837e-01 5.757918e-02 1.672853e-01 2.819548e-01 8.311120e+00 9.606088e+00 4.321032e+00 1.049410e+01 5.513771e+00 5.090387e-02 9.709308e+00 4.925355e+01 1.328418e-02
243 7.777157e+12 2.863603e-01 2.263446e-01 4.872951e-01 5.311096e-01 3.522429e-01 6.501844e-02 2.530860e-01 3.596613e-01 1.027594e+01 5.229099e+00 1.866450e-01 1.040990e+01 1.400367e+00 2.458634e-02 1.069336e+01 2.755223e+01 1.424065e-01
244 6.577508e+12 3.926911e-01 2.322102e-01 3.750987e-01 6.186642e-01 4.505551e-01 6.561255e-02 2.674395e-01 3.220579e-01 6.145540e+00 9.173558e+00 4.389918e+00 8.349042e+00 4.301934e+00 2.256062e-02 8.750299e+00 3.620600e+01 1.863876e-01
245 7.377926e+12 2.333150e-01 4.405226e-01 3.261624e-01 1.729915e-01 2.648830e-01 1.131722e-01 3.231919e-01 3.605202e-01 7.719840e+00 2.561101e+01 2.120759e+00 1.116877e+01 3.338238e+00 6.272387e-02 9.575797e+00 4.159829e+01 1.843873e-02
246 7.397412e+12 7.963941e-02 6.440148e-01 2.763458e-01 -6.432456e-02 2.168904e-01 5.454632e-02 1.783033e-01 4.126140e-01 7.447165e+00 2.128262e+01 0.000000e+00 1.179204e+01 2.532621e+00 6.397450e-03 1.167310e+01 3.509361e+01 3.129876e-02
247 6.300790e+12 1.401958e-01 5.574203e-01 3.023839e-01 8.255186e-02 2.690046e-01 6.841692e-02 2.072563e-01 3.166664e-01 3.972837e+00 1.401296e+01 2.953028e+00 1.044768e+01 4.619331e+00 3.645073e-01 1.007201e+01 3.949850e+01 6.151259e-02
248 5.619629e+12 3.557068e-01 4.945031e-01 1.497901e-01 2.910159e-01 2.817341e-01 3.037796e-02 2.958175e-01 4.205866e-01 4.635018e+00 4.144145e+01 3.929393e+00 1.229444e+01 1.891402e+00 3.271599e-02 1.181515e+01 2.229152e+01 3.093900e-02
249 5.381552e+12 0.000000e+00 7.069533e-01 2.930467e-01 3.018668e-02 1.768828e-01 8.209359e-02 3.763611e-01 3.481936e-01 nan nan nan 1.170347e+01 8.974545e+00 9.052715e-01 1.168376e+01 6.895312e+01 8.160494e-01
250 5.904832e+12 0.000000e+00 6.609337e-01 3.390663e-01 8.226907e-02 1.383037e-01 5.007424e-02 2.268587e-01 3.219605e-01 nan nan nan 1.002591e+01 5.007689e+00 3.634703e-03 1.039054e+01 3.927109e+01 2.819663e-02
251 6.165163e+12 0.000000e+00 6.786291e-01 3.213709e-01 3.129826e-01 2.184660e-01 9.413029e-02 3.196745e-01 3.491055e-01 nan nan nan 8.730473e+00 6.397727e+00 3.358227e+00 9.256089e+00 6.321673e+01 2.164819e-01
252 6.441706e+12 2.093659e-01 5.648376e-01 2.257965e-01 4.355352e-01 3.160463e-01 6.851541e-02 2.356412e-01 3.393524e-01 6.474528e+00 5.698584e+00 0.000000e+00 8.494747e+00 5.782941e+00 4.079688e-01 8.525397e+00 5.318563e+01 2.704338e-01
253 6.855360e+12 4.765122e-01 2.964136e-01 2.270742e-01 6.049979e-01 4.612409e-01 1.059254e-01 3.063655e-01 2.890774e-01 8.361163e+00 1.589307e+01 4.301717e+00 1.044691e+01 6.101863e+00 5.233175e-02 9.980923e+00 6.969502e+01 6.803864e-02
254 7.552880e+12 0.000000e+00 8.647323e-01 1.352677e-01 2.961264e-01 2.089196e-01 7.464584e-02 2.612030e-01 3.184919e-01 nan nan nan 9.319794e+00 9.260168e+00 3.110239e+00 9.621852e+00 1.081037e+02 1.270021e-01
255 6.277254e+12 5.747882e-01 3.286434e-01 9.656838e-02 7.280619e-01 5.560475e-01 4.821242e-02 2.291377e-01 2.964688e-01 8.922853e+00 1.582166e+01 5.179877e-01 9.686781e+00 4.579075e+00 2.411669e-01 1.045239e+01 4.669531e+01 3.021479e-01
256 6.792079e+12 0.000000e+00 8.294909e-01 1.705091e-01 6.474504e-02 1.701344e-01 3.880901e-02 1.673404e-01 2.903600e-01 nan nan nan 9.954225e+00 6.549488e+00 8.615603e-01 9.865098e+00 4.771518e+01 1.180338e-02
257 5.932800e+12 0.000000e+00 5.671857e-01 4.328143e-01 1.537155e-01 2.286627e-01 6.750970e-02 2.695669e-01 3.594489e-01 nan nan nan 9.914685e+00 4.713034e+00 1.330091e-01 1.004510e+01 4.074759e+01 3.387256e-01
258 7.380175e+12 0.000000e+00 8.180464e-01 1.819536e-01 1.911235e-01 3.324445e-01 6.664310e-02 1.954386e-01 3.938445e-01 nan nan nan 1.156365e+01 3.222764e+00 1.224394e+00 1.023356e+01 6.433681e+01 1.955988e-01
259 6.406842e+12 8.260653e-02 2.538986e-01 6.634949e-01 1.737396e-01 2.125672e-01 6.438330e-02 2.744723e-01 3.097024e-01 1.000968e+01 1.981586e+01 4.432113e-02 9.553048e+00 2.138358e+00 6.325607e-02 9.956697e+00 1.924774e+01 7.732698e-02
260 7.295456e+12 0.000000e+00 5.708616e-01 4.291384e-01 6.648883e-02 2.024456e-01 5.457868e-02 2.213263e-01 3.976646e-01 nan nan nan 1.011300e+01 2.516757e+00 0.000000e+00 9.962253e+00 2.982916e+01 4.382111e-03
261 4.267364e+12 0.000000e+00 8.773578e-01 1.226422e-01 5.020004e-03 1.424511e-01 5.290119e-02 1.771233e-01 2.982926e-01 nan nan nan 9.979694e+00 6.042198e+00 1.025189e-01 9.893206e+00 8.237089e+01 6.169419e-03
262 6.051270e+12 0.000000e+00 8.045527e-01 1.954473e-01 -8.022019e-02 1.328351e-01 5.159822e-02 1.846717e-01 2.970856e-01 nan nan nan 9.462996e+00 6.254414e+00 7.839639e-02 1.025003e+01 5.769185e+01 1.417596e-01
263 6.730929e+12 0.000000e+00 6.958199e-01 3.041801e-01 8.426047e-02 1.918155e-01 6.774637e-02 2.200516e-01 3.357673e-01 nan nan nan 1.084167e+01 4.671702e+00 0.000000e+00 1.058512e+01 4.974679e+01 5.916082e-01
264 5.477262e+12 0.000000e+00 7.422427e-01 2.577573e-01 4.103019e-02 1.434714e-01 5.312640e-02 2.095082e-01 3.288224e-01 nan nan nan 8.371574e+00 5.575957e+00 1.691646e-01 9.575797e+00 5.067332e+01 1.137452e-01
265 6.094622e+12 2.903595e-01 5.547583e-01 1.548822e-01 4.326843e-01 3.368895e-01 5.574545e-02 1.663046e-01 3.064093e-01 1.055573e+01 1.272026e+01 1.983181e-01 1.107215e+01 3.992978e+00 1.011560e-01 9.955049e+00 3.646164e+01 2.102003e-01
266 5.984334e+12 0.000000e+00 7.899441e-01 2.100559e-01 3.415321e-02 1.350698e-01 6.808935e-02 2.340345e-01 3.336601e-01 nan nan nan 8.397945e+00 6.284330e+00 1.681179e-01 8.874537e+00 7.116064e+01 7.892972e-02
267 5.434914e+12 2.346089e-01 3.493821e-01 4.160090e-01 6.353811e-01 4.249090e-01 5.688794e-02 2.892160e-01 3.309052e-01 6.214924e+00 6.779079e+00 2.811227e+00 8.342267e+00 3.704718e+00 1.215530e+00 7.646075e+00 4.728385e+01 7.034999e-01
268 5.484992e+12 0.000000e+00 7.942524e-01 2.057476e-01 1.752476e-01 1.587167e-01 5.013833e-02 2.435278e-01 3.108858e-01 nan nan nan 7.642633e+00 8.539830e+00 3.073614e+00 8.490474e+00 6.811227e+01 1.111656e-01
269 5.576482e+12 3.528607e-01 3.258739e-01 3.212654e-01 3.949053e-01 3.748807e-01 4.965240e-02 1.909894e-01 3.265490e-01 5.223920e+00 3.892244e+00 3.537169e+00 9.399277e+00 6.141070e+00 2.286648e-02 9.073739e+00 2.903983e+01 1.522557e-01
270 5.680746e+12 3.053215e-01 4.587878e-01 2.358907e-01 4.317775e-01 3.686187e-01 5.291599e-02 1.892453e-01 3.167628e-01 7.952298e+00 6.624631e+00 1.820266e+00 9.786080e+00 4.833656e+00 1.453111e-01 9.813752e+00 4.362669e+01 1.530514e-01
271 6.291579e+12 2.671041e-01 4.739909e-01 2.589050e-01 2.714899e-01 3.376274e-01 7.636357e-02 2.542940e-01 3.093699e-01 6.259748e+00 1.501111e+01 3.467766e+00 1.023778e+01 5.784053e+00 1.104090e-01 1.002490e+01 3.993833e+01 5.685672e-02
272 6.813606e+12 0.000000e+00 6.612879e-01 3.387121e-01 4.206760e-02 2.107687e-01 1.618554e-01 3.223401e-01 3.740982e-01 nan nan nan 1.254209e+01 4.565276e+00 9.387608e-01 1.049124e+01 9.550260e+01 1.436724e-01
273 6.548982e+12 2.177011e-01 5.883609e-01 1.939379e-01 2.156374e-01 3.219218e-01 4.267439e-02 2.523781e-01 2.639824e-01 4.435835e+00 2.800927e+01 3.886320e+00 1.041264e+01 7.584283e+00 1.129842e-01 1.036403e+01 4.459124e+01 1.271448e-02
274 4.814764e+12 0.000000e+00 5.879750e-01 4.120250e-01 4.001296e-01 2.698339e-01 3.711111e-02 1.700909e-01 3.685439e-01 nan nan nan 9.291740e+00 1.926931e+00 0.000000e+00 1.006520e+01 2.209213e+01 6.432180e-02
275 5.975699e+12 0.000000e+00 6.018800e-01 3.981200e-01 2.687931e-02 1.584792e-01 7.149190e-02 2.680033e-01 3.282948e-01 nan nan nan 1.002591e+01 5.636722e+00 4.439964e-01 1.003016e+01 4.091659e+01 2.367434e+00
276 4.368547e+12 0.000000e+00 7.906946e-01 2.093054e-01 3.980585e-02 1.322510e-01 5.607708e-02 1.856271e-01 2.918132e-01 nan nan nan 8.763874e+00 6.734788e+00 1.546315e-01 8.672990e+00 4.460462e+01 3.023339e-01
277 4.643224e+12 0.000000e+00 6.368344e-01 3.631656e-01 5.053746e-01 4.179540e-01 1.345043e-01 3.073676e-01 3.808765e-01 nan nan nan 5.723218e+00 3.775993e+00 2.683965e-01 5.965810e+00 7.432660e+01 1.135515e+00
278 5.580800e+12 0.000000e+00 6.435080e-01 3.564920e-01 1.319308e-01 1.441375e-01 4.710659e-02 2.217747e-01 3.031105e-01 nan nan nan 1.063934e+01 5.824573e+00 0.000000e+00 1.070790e+01 3.626683e+01 4.102067e-01
279 5.338538e+12 3.215406e-01 2.691123e-01 4.093471e-01 4.744913e-01 3.492708e-01 7.404766e-02 1.997587e-01 3.058665e-01 8.240908e+00 7.282614e+00 2.407063e-01 1.000317e+01 3.045563e+00 3.622778e-01 8.291789e+00 2.645400e+01 2.529918e-01
280 6.265087e+12 2.505456e-01 4.002132e-01 3.492412e-01 4.482408e-01 4.032522e-01 7.422049e-02 3.082134e-01 4.114003e-01 5.746351e+00 8.008703e+00 1.097698e-02 5.511138e+00 2.331060e+00 1.166538e+00 7.793476e+00 5.306682e+01 3.140973e-01
281 5.906989e+12 1.995907e-01 4.955630e-01 3.048463e-01 -1.236919e-01 2.324045e-01 5.840722e-02 2.873278e-01 3.526245e-01 4.204310e+00 3.046325e+01 4.306344e+00 1.066748e+01 2.520421e+00 2.260426e-02 1.048623e+01 3.883039e+01 1.069937e-01
282 5.623757e+12 2.768215e-01 5.071183e-01 2.160601e-01 4.905647e-01 3.735232e-01 9.340651e-02 2.220959e-01 3.207743e-01 5.585941e+00 6.217836e+00 5.069341e-01 7.639894e+00 4.667913e+00 1.438457e+00 7.224836e+00 7.810799e+01 8.685077e-01
283 5.878563e+12 0.000000e+00 7.540653e-01 2.459347e-01 3.486786e-01 3.202710e-01 9.030392e-02 2.837658e-01 3.250384e-01 nan nan nan 8.092002e+00 7.390390e+00 4.291661e+00 8.882791e+00 7.831147e+01 5.044987e-01
284 5.581550e+12 2.275411e-01 4.537211e-01 3.187379e-01 4.106923e-01 3.041659e-01 7.859162e-02 2.832511e-01 3.431792e-01 5.247878e+00 1.302326e+01 2.787437e+00 9.246595e+00 5.752651e+00 2.250836e+00 7.076827e+00 4.087910e+01 1.394303e+00
285 5.526626e+12 0.000000e+00 7.918798e-01 2.081202e-01 8.032364e-02 1.880377e-01 4.023205e-02 1.880468e-01 3.232056e-01 nan nan nan 1.045293e+01 5.350116e+00 1.570943e-02 1.053833e+01 4.873436e+01 1.466897e-02
286 5.790595e+12 3.486811e-01 4.377104e-01 2.136085e-01 5.383990e-01 4.496797e-01 8.147928e-02 2.284525e-01 3.204263e-01 8.603307e+00 1.212859e+01 2.139068e+00 9.238710e+00 4.109886e+00 2.461108e-01 8.617634e+00 5.153388e+01 2.063717e-01
287 4.945388e+12 4.033353e-01 3.445426e-01 2.521221e-01 6.171977e-01 4.506529e-01 6.650511e-02 2.746418e-01 3.252186e-01 7.801748e+00 1.354411e+01 1.574145e+00 8.163393e+00 4.372387e+00 0.000000e+00 8.515518e+00 4.329542e+01 6.842882e-02
288 5.265231e+12 0.000000e+00 8.114206e-01 1.885794e-01 8.773250e-02 2.063951e-01 6.042188e-02 2.179351e-01 2.929819e-01 nan nan nan 8.270685e+00 7.251076e+00 1.496152e-01 9.301744e+00 6.510902e+01 3.294531e-01
289 6.673771e+12 2.262574e-01 5.172974e-01 2.564452e-01 3.000331e-01 2.899689e-01 6.097866e-02 2.338508e-01 2.977339e-01 1.002277e+01 1.410974e+01 2.037732e+00 1.145436e+01 5.539213e+00 7.833422e-02 1.084167e+01 4.023185e+01 3.704199e-03
290 5.775020e+12 2.258250e-01 4.243690e-01 3.498059e-01 4.620274e-01 3.252524e-01 7.527423e-02 2.808547e-01 3.416540e-01 8.118654e+00 2.201240e+01 1.697181e-01 7.649202e+00 3.338326e+00 3.585114e-01 8.306293e+00 3.759773e+01 6.644438e-02
291 5.162837e+12 2.637401e-01 5.966126e-01 1.396473e-01 3.744239e-01 3.102834e-01 8.255126e-02 3.048346e-01 2.664504e-01 6.800175e+00 1.121263e+01 3.109438e+00 8.287517e+00 1.587634e+01 1.610420e+00 8.502321e+00 1.013726e+02 1.007201e-02
292 5.404674e+12 0.000000e+00 8.347576e-01 1.652424e-01 4.049811e-02 1.763399e-01 7.636101e-02 2.937445e-01 3.157003e-01 nan nan nan 9.113888e+00 1.008872e+01 9.190885e-01 9.117344e+00 9.224065e+01 1.670173e+00
293 5.672156e+12 0.000000e+00 7.607910e-01 2.392090e-01 2.084672e-01 1.828841e-01 6.379154e-02 2.574552e-01 3.297907e-01 nan nan nan 7.485449e+00 7.329257e+00 3.085622e+00 7.924071e+00 6.660791e+01 1.872576e-01
294 3.722303e+12 0.000000e+00 7.473923e-01 2.526077e-01 4.558649e-01 3.301745e-01 1.882011e-02 1.231236e-01 2.952965e-01 nan nan nan 6.022113e+00 3.427311e+00 1.557434e-01 7.924071e+00 2.903143e+01 2.881006e-01
295 2.915508e+12 4.984853e-01 4.072878e-01 9.422685e-02 6.838443e-01 6.059010e-01 4.004803e-02 9.776863e-02 2.298660e-01 6.797830e+00 8.478410e+00 3.105760e+00 9.371441e+00 3.817739e+00 4.582895e-01 1.030130e+01 5.142213e+01 1.059763e-01
296 3.079785e+12 0.000000e+00 6.666782e-01 3.333218e-01 5.452941e-02 1.547439e-01 4.665680e-02 1.875374e-01 3.131252e-01 nan nan nan 8.397945e+00 4.957022e+00 4.645619e-02 9.254168e+00 3.012234e+01 4.631252e-02
297 5.406889e+12 5.112898e-01 2.906306e-01 1.980796e-01 6.001646e-01 5.949285e-01 4.744633e-02 2.596999e-01 2.758366e-01 4.957237e+00 1.777528e+01 6.460745e+00 1.047816e+01 4.970909e+00 1.805359e-01 1.011223e+01 5.443961e+01 1.678622e-01
298 4.162075e+12 4.703296e-01 4.319098e-01 9.776066e-02 8.490134e-01 6.333983e-01 1.491806e-02 1.399932e-01 2.116881e-01 5.758044e+00 1.652837e+01 3.413418e+00 8.157146e+00 6.027573e+00 6.215885e-01 8.530878e+00 3.410187e+01 6.201068e-02
299 5.585121e+12 7.217456e-01 1.516038e-01 1.266507e-01 7.870956e-01 6.873988e-01 4.751769e-02 1.692855e-01 2.010854e-01 7.997995e+00 1.447009e+01 4.731147e+00 1.161107e+01 2.309098e+00 3.890305e-02 1.107349e+01 4.806467e+01 1.232771e-01
300 4.693443e+12 6.073417e-01 3.231122e-01 6.954614e-02 8.063520e-01 6.278679e-01 3.401975e-02 1.371522e-01 2.878643e-01 7.674174e+00 1.170219e+01 6.409775e+00 9.089265e+00 3.429105e+00 4.621194e-02 9.183413e+00 8.937531e+01 1.651784e-01
301 4.240614e+12 4.765776e-01 3.226998e-01 2.007226e-01 7.312451e-01 5.355501e-01 3.842602e-02 1.438355e-01 3.224011e-01 8.876311e+00 5.299909e+00 0.000000e+00 1.040505e+01 2.480729e+00 2.060257e-01 9.962458e+00 3.657186e+01 5.247394e-01
302 5.356705e+12 3.224689e-01 2.758554e-01 4.016757e-01 5.197960e-01 3.896498e-01 8.515522e-02 3.104187e-01 3.429873e-01 7.277847e+00 1.016203e+01 2.178919e+00 1.075452e+01 1.938578e+00 4.429071e-01 9.047302e+00 4.059062e+01 2.296287e+00
303 4.373070e+12 0.000000e+00 6.615546e-01 3.384454e-01 1.193326e-01 1.558077e-01 5.186550e-02 2.247364e-01 3.436727e-01 nan nan nan 8.846848e+00 3.980606e+00 2.116757e-01 9.200557e+00 4.043895e+01 1.054339e-01
304 4.947284e+12 6.279140e-01 2.501302e-01 1.219558e-01 7.462674e-01 6.509446e-01 4.215112e-02 1.393440e-01 2.755034e-01 6.835970e+00 8.841483e+00 3.920216e+00 1.119500e+01 5.041718e+00 6.399315e-02 1.066646e+01 5.908034e+01 2.599154e-02
305 5.055456e+12 2.555900e-01 4.388139e-01 3.055961e-01 5.385571e-01 3.770797e-01 6.218082e-02 2.232125e-01 3.440481e-01 9.904064e+00 1.053377e+01 2.780139e-02 9.658076e+00 3.233651e+00 4.780172e-03 1.044551e+01 3.687186e+01 9.939605e-02
306 2.631829e+12 0.000000e+00 7.654448e-01 2.345552e-01 3.640120e-02 1.894107e-01 6.196978e-02 1.889702e-01 2.967920e-01 nan nan nan 1.127949e+01 4.544330e+00 0.000000e+00 9.929842e+00 6.739231e+01 2.718944e-02
307 5.377540e+12 1.405562e-01 5.068088e-01 3.526350e-01 1.665636e-01 2.495020e-01 5.813493e-02 2.370594e-01 3.292339e-01 3.428000e+00 1.882584e+01 2.616198e+00 1.000562e+01 3.755586e+00 3.678432e-01 1.014656e+01 3.471983e+01 1.280335e-01
308 6.182575e+12 0.000000e+00 8.429604e-01 1.570396e-01 1.661649e-01 2.459431e-01 9.681561e-02 1.796536e-01 3.335934e-01 nan nan nan 1.136142e+01 5.030764e+00 5.553124e-01 1.034815e+01 1.546763e+02 1.237461e-01
309 4.950474e+12 1.607009e-01 4.580554e-01 3.812436e-01 -1.215002e-02 1.802134e-01 4.208247e-02 2.017025e-01 3.849281e-01 7.494233e+00 1.963481e+01 2.768474e-01 8.100217e+00 1.693342e+00 1.298993e-01 8.619119e+00 2.127041e+01 1.265350e+00
310 3.117405e+12 0.000000e+00 8.923328e-01 1.076672e-01 7.945814e-01 6.595167e-01 4.983635e-02 1.278002e-01 2.675899e-01 nan nan nan 5.159085e+00 5.076667e+00 4.233510e+00 6.550894e+00 9.121618e+01 2.870822e-01
311 4.408735e+12 0.000000e+00 8.051058e-01 1.948942e-01 2.599791e-02 1.412770e-01 4.400629e-02 1.870031e-01 3.405407e-01 nan nan nan 1.148956e+01 4.514403e+00 7.585345e-02 1.061355e+01 5.562194e+01 2.916514e-02
312 2.336627e+12 5.444787e-01 3.362618e-01 1.192595e-01 6.735166e-01 5.622088e-01 2.296918e-02 9.941489e-02 2.648191e-01 4.122790e+00 7.908841e+00 4.352898e+00 8.104320e+00 4.611246e+00 4.724728e-02 8.117493e+00 4.354956e+01 1.057253e-01
313 4.801878e+12 6.624249e-01 1.865543e-01 1.510208e-01 7.954942e-01 6.791907e-01 2.505477e-02 9.694789e-02 2.675216e-01 7.817651e+00 6.133771e+00 4.309775e+00 1.162657e+01 1.865707e+00 1.062094e-01 9.796785e+00 4.008628e+01 3.708184e-02
314 3.911986e+12 4.228016e-01 3.695904e-01 2.076080e-01 4.955822e-01 4.541690e-01 4.234268e-02 1.268988e-01 2.444488e-01 4.841743e+00 5.326034e+00 1.551158e+00 1.011540e+01 4.971473e+00 1.087304e-01 1.022702e+01 3.798604e+01 2.707607e-02
315 4.851774e+12 0.000000e+00 8.198076e-01 1.801924e-01 4.664267e-02 1.161176e-01 7.210551e-02 1.919074e-01 3.159707e-01 nan nan nan 9.180123e+00 5.821034e+00 1.085278e+00 8.157728e+00 8.427712e+01 2.609218e-01
316 4.588191e+12 0.000000e+00 8.216790e-01 1.783210e-01 3.849158e-02 1.660752e-01 5.344807e-02 1.607344e-01 2.984865e-01 nan nan nan 8.441048e+00 5.463625e+00 2.906041e+00 9.002105e+00 5.931905e+01 2.403181e-01
317 4.856620e+12 4.295551e-01 2.652788e-01 3.051662e-01 4.397485e-01 4.014562e-01 7.246660e-02 2.704867e-01 3.040117e-01 5.932603e+00 1.046381e+01 5.401770e+00 7.586479e+00 5.301478e+00 8.201048e-02 8.640538e+00 4.570482e+01 8.118443e-02
318 4.099487e+12 0.000000e+00 8.628057e-01 1.371943e-01 9.843033e-03 1.487530e-01 5.170210e-02 2.001441e-01 3.035616e-01 nan nan nan 9.881901e+00 7.690642e+00 1.057676e-01 1.009953e+01 7.834085e+01 1.665972e-02
319 4.203541e+12 3.426692e-01 3.890222e-01 2.683086e-01 4.285071e-01 3.702425e-01 4.625683e-02 1.921055e-01 2.747545e-01 5.727093e+00 8.478566e+00 4.344137e+00 7.367263e+00 5.243206e+00 1.827245e-01 8.423648e+00 3.661488e+01 3.892701e-02
320 3.346419e+12 8.827997e-02 7.408098e-01 1.709102e-01 9.741669e-02 2.370908e-01 7.772412e-02 1.667753e-01 3.150623e-01 1.302210e+00 1.489635e+01 1.783840e+00 7.014199e+00 4.628110e+00 5.894495e-01 7.396090e+00 8.081814e+01 4.647885e-01
321 5.108427e+12 6.006330e-01 1.404301e-01 2.589369e-01 7.989434e-01 6.388357e-01 4.561603e-02 1.547104e-01 2.634234e-01 7.226157e+00 7.262068e+00 3.209477e+00 1.096703e+01 2.181661e+00 0.000000e+00 9.349340e+00 3.590245e+01 7.032138e-02
322 5.717658e+12 1.490143e-01 5.500086e-01 3.009770e-01 1.514087e-01 2.951031e-01 1.170719e-01 2.844049e-01 3.217072e-01 8.588132e+00 1.424304e+01 5.187135e-03 1.104525e+01 6.133821e+00 2.954976e+00 9.739094e+00 6.449831e+01 8.319885e-02
323 5.796312e+12 0.000000e+00 7.606644e-01 2.393356e-01 4.882351e-02 1.479156e-01 7.837916e-02 1.888346e-01 3.161090e-01 nan nan nan 1.158750e+01 3.542011e+00 3.870718e-01 1.058790e+01 6.690907e+01 1.015785e-01
324 5.729080e+12 1.285283e-01 6.614286e-01 2.100432e-01 4.456800e-01 3.176055e-01 6.323710e-02 1.872020e-01 3.448869e-01 9.917180e+00 1.374466e+01 0.000000e+00 1.070576e+01 2.961619e+00 2.621971e-02 1.043534e+01 4.289372e+01 1.122301e-01
325 3.290599e+12 0.000000e+00 7.896869e-01 2.103131e-01 2.429578e-02 1.724252e-01 1.169087e-01 2.291458e-01 3.261380e-01 nan nan nan 8.101536e+00 6.231268e+00 6.152143e-01 8.177174e+00 1.065788e+02 7.254647e-02
326 3.327015e+12 0.000000e+00 6.881545e-01 3.118455e-01 7.027621e-01 5.530509e-01 5.671189e-02 1.520619e-01 2.675731e-01 nan nan nan 7.664195e+00 5.404992e+00 2.282936e+00 7.251220e+00 2.466608e+01 1.731223e+00
327 4.822947e+12 5.156121e-01 3.541713e-01 1.302166e-01 7.646755e-01 6.306128e-01 4.663586e-02 1.378869e-01 2.417992e-01 6.731565e+00 1.071565e+01 4.110855e+00 1.031260e+01 4.783096e+00 1.504505e-01 9.641827e+00 6.233587e+01 1.922320e-01
328 5.233948e+12 2.657201e-01 6.025022e-01 1.317777e-01 7.803564e-02 2.541463e-01 6.859899e-02 2.600685e-01 3.440794e-01 5.580839e+00 2.669956e+01 3.480073e+00 9.684588e+00 5.950749e+00 3.776298e-02 9.207835e+00 6.565667e+01 8.032038e-03
329 5.565487e+12 5.431442e-01 2.406340e-01 2.162218e-01 6.736425e-01 6.112807e-01 7.083884e-02 1.903192e-01 2.543197e-01 8.548385e+00 7.999730e+00 2.031169e+00 1.229876e+01 3.108577e+00 3.751457e-02 9.620739e+00 7.053779e+01 0.000000e+00
330 2.033856e+12 4.584228e-01 2.695450e-01 2.720323e-01 6.366780e-01 5.137268e-01 2.134535e-02 9.296232e-02 2.858840e-01 3.073084e+00 3.330081e+00 4.048076e+00 5.513509e+00 2.791072e+00 1.002619e+00 6.830778e+00 1.907791e+01 2.418594e-01
331 4.739711e+12 0.000000e+00 5.926944e-01 4.073056e-01 1.308909e-01 1.446071e-01 5.989989e-02 2.184527e-01 3.150268e-01 nan nan nan 7.158495e+00 5.456924e+00 1.636427e-01 7.736852e+00 2.964288e+01 3.040178e-01
332 4.449563e+12 1.390685e-01 7.320742e-01 1.288572e-01 -2.503093e-02 4.197941e-01 5.686145e-02 1.509229e-01 3.322719e-01 5.959366e+00 2.421999e+01 2.866783e-01 7.926478e+00 5.148938e+00 2.268509e+00 8.786600e+00 5.953640e+01 1.440144e-01
333 4.969398e+12 2.256278e-01 4.671545e-01 3.072178e-01 4.194106e-01 3.074434e-01 4.840882e-02 2.291722e-01 3.382891e-01 8.153076e+00 4.514445e+00 7.463702e-03 8.424693e+00 5.340006e+00 1.299094e-01 9.076227e+00 3.280859e+01 9.787630e-02
334 5.088924e+12 0.000000e+00 6.776346e-01 3.223654e-01 -2.382239e-02 1.608243e-01 5.675513e-02 2.260844e-01 3.540716e-01 nan nan nan 1.096788e+01 2.253549e+00 0.000000e+00 8.928990e+00 5.020302e+01 2.733441e+00
335 5.254959e+12 2.349646e-01 5.265939e-01 2.384415e-01 1.632667e-01 3.109714e-01 5.220568e-02 2.052157e-01 2.713434e-01 5.230496e+00 1.803068e+01 2.542327e+00 1.135605e+01 5.135540e+00 9.156434e-02 1.053956e+01 3.770631e+01 4.235875e-02
336 4.830306e+12 1.485866e-01 5.758384e-01 2.755749e-01 2.091617e-01 2.470378e-01 8.123986e-02 2.365437e-01 3.299074e-01 7.132142e+00 5.474297e+00 0.000000e+00 7.960534e+00 5.736592e+00 1.565935e-01 8.408575e+00 3.755032e+01 1.041216e-01
337 5.224910e+12 0.000000e+00 5.392581e-01 4.607419e-01 4.123202e-01 3.238978e-01 6.077398e-02 2.121057e-01 4.029465e-01 nan nan nan 9.286612e+00 1.859661e+00 6.264383e-02 9.541504e+00 2.672022e+01 8.044718e-01
338 5.285269e+12 0.000000e+00 5.586101e-01 4.413899e-01 8.688146e-02 1.414904e-01 6.482838e-02 2.215803e-01 3.614555e-01 nan nan nan 1.080625e+01 2.446111e+00 9.258388e-02 9.354050e+00 2.771143e+01 1.393755e-01
339 3.010783e+12 5.169726e-01 2.562310e-01 2.267965e-01 7.647263e-01 6.038194e-01 2.173460e-02 1.047124e-01 2.812274e-01 7.833900e+00 6.190162e+00 1.233481e+00 9.726943e+00 1.889403e+00 1.725471e-01 9.700792e+00 2.599460e+01 3.282691e-02
