GroupNumber    M200[Msol]    fdisk    fbulge    fihl    DtoT_30kpc    kappa_co_30kpc    f_gt_100kpc    f_gt_30kpc    f_gt_2r50    disk_t50    disk_r50    disk_sfr    bulge_t50    bulge_r50    bulge_sfr    ihl_t50    ihl_r50    ihl_sfr
1313 1.063796e+12 4.816808e-01 4.816380e-01 3.668122e-02 6.530063e-01 5.406687e-01 4.618635e-03 2.293984e-02 1.665333e-01 7.295058e+00 5.363961e+00 9.730814e-01 9.937089e+00 4.025427e+00 1.109525e-02 1.024276e+01 3.646072e+01 0.000000e+00
1314 1.305145e+12 3.474332e-01 4.995941e-01 1.529727e-01 5.091675e-01 3.649494e-01 1.266405e-02 8.227459e-02 2.860364e-01 9.667885e+00 1.817208e+00 0.000000e+00 1.008440e+01 1.576369e+00 0.000000e+00 1.038188e+01 1.977175e+01 0.000000e+00
1316 1.103679e+12 5.298751e-01 3.026804e-01 1.674444e-01 5.083107e-01 4.867191e-01 5.166217e-03 1.394785e-01 2.871222e-01 7.572512e+00 1.436553e+01 1.486093e+00 1.000541e+01 3.492616e+00 2.711514e-02 1.075675e+01 1.096833e+01 7.595029e-03
1317 9.517606e+11 0.000000e+00 8.263560e-01 1.736440e-01 1.653498e-01 1.769188e-01 1.850128e-02 1.298014e-01 2.796887e-01 nan nan nan 7.998292e+00 5.665507e+00 6.435905e-01 7.420621e+00 3.685698e+01 3.644811e-02
1318 1.065653e+12 5.929913e-01 3.591750e-01 4.783369e-02 6.345356e-01 5.877126e-01 9.428874e-03 8.280333e-02 3.014836e-01 5.578091e+00 9.712052e+00 1.757324e+00 8.675397e+00 3.081655e+00 2.834937e-02 1.005717e+01 3.702828e+01 5.627124e-03
1319 1.092291e+12 2.712036e-01 5.407454e-01 1.880509e-01 3.654259e-02 2.649994e-01 2.296769e-02 9.480690e-02 2.869561e-01 2.853853e+00 7.274832e+00 2.020344e+00 8.409134e+00 3.151852e+00 1.538312e-01 7.498222e+00 2.430786e+01 4.585689e-03
1320 9.192193e+11 3.979516e-01 5.493410e-01 5.270742e-02 5.085886e-01 4.625919e-01 6.703033e-03 3.788020e-02 1.923450e-01 5.150129e+00 3.858461e+00 1.116947e+00 8.488681e+00 2.464951e+00 1.286861e-01 8.159472e+00 3.940612e+01 8.542099e-02
1321 1.013888e+12 5.010480e-01 4.551742e-01 4.377779e-02 5.268198e-01 5.206585e-01 4.855348e-03 2.565193e-02 2.927042e-01 5.544960e+00 7.988622e+00 1.172034e+00 9.236119e+00 3.146559e+00 5.327536e-02 1.073620e+01 3.094471e+01 1.833080e-02
1322 1.272268e+12 0.000000e+00 8.894455e-01 1.105545e-01 3.078123e-01 2.452093e-01 1.261736e-02 6.655790e-02 2.529213e-01 nan nan nan 1.014950e+01 2.065398e+00 0.000000e+00 1.103698e+01 3.806163e+01 0.000000e+00
1323 1.119420e+12 1.834046e-01 7.718596e-01 4.473581e-02 2.290962e-01 3.145288e-01 7.000167e-03 2.889742e-02 2.323355e-01 4.096397e+00 5.773538e+00 2.560276e-01 8.981863e+00 2.164400e+00 2.679228e-01 9.959579e+00 4.397410e+01 0.000000e+00
1324 1.110814e+12 3.205136e-01 5.290123e-01 1.504741e-01 3.753079e-01 3.835216e-01 1.474428e-02 7.312236e-02 2.619219e-01 3.644480e+00 6.248634e+00 1.599538e+00 6.914495e+00 3.865067e+00 8.239425e-02 8.614123e+00 1.605552e+01 0.000000e+00
1325 1.187962e+12 5.752189e-01 3.831639e-01 4.161718e-02 6.878424e-01 6.234950e-01 5.237988e-03 3.859689e-02 1.989733e-01 7.391562e+00 1.005172e+01 7.541597e-01 9.958447e+00 3.467214e+00 2.207327e-02 1.052949e+01 3.233298e+01 0.000000e+00
1326 1.062494e+12 0.000000e+00 5.837798e-01 4.162202e-01 1.930352e-01 2.217650e-01 1.099778e-02 8.779168e-02 2.799019e-01 nan nan nan 6.991379e+00 3.533215e+00 2.983147e-01 8.151330e+00 1.639988e+01 6.024840e-02
1327 1.059979e+12 0.000000e+00 6.906730e-01 3.093270e-01 4.033455e-01 2.769711e-01 1.020127e-02 8.192165e-02 2.693488e-01 nan nan nan 7.670356e+00 3.548925e+00 5.044024e-02 8.461448e+00 1.633069e+01 2.786090e-01
1328 1.165931e+12 0.000000e+00 9.107615e-01 8.923849e-02 1.113491e-01 2.283396e-01 1.040104e-02 6.044279e-02 2.318407e-01 nan nan nan 9.134832e+00 3.412937e+00 1.649645e-01 9.874138e+00 3.976378e+01 1.073516e-01
1330 1.146730e+12 3.914682e-01 4.440732e-01 1.644586e-01 5.343342e-01 4.605928e-01 4.803465e-03 5.748593e-02 2.993163e-01 4.130259e+00 5.793933e+00 3.800809e-01 6.691568e+00 1.976902e+00 1.277890e+00 6.259748e+00 1.839770e+01 2.024006e-02
1331 7.836518e+11 0.000000e+00 8.733273e-01 1.266727e-01 6.626120e-01 5.462579e-01 9.176503e-03 1.337991e-01 2.866567e-01 nan nan nan 4.640739e+00 5.983323e+00 1.533357e+00 5.846542e+00 5.388003e+01 8.654876e-03
1332 1.016277e+12 7.198786e-01 1.922157e-01 8.790568e-02 8.360281e-01 6.949300e-01 8.965201e-03 4.731849e-02 2.281239e-01 4.815007e+00 8.571591e+00 2.230213e+00 7.980409e+00 2.781732e+00 1.329506e-01 8.960591e+00 1.984177e+01 2.464072e-02
1333 1.071197e+12 6.792347e-01 2.255517e-01 9.521356e-02 8.440517e-01 6.859301e-01 4.757275e-03 5.055480e-02 2.016817e-01 5.925188e+00 9.614948e+00 1.901262e+00 8.410251e+00 3.343715e+00 6.019108e-02 9.496026e+00 2.201655e+01 9.513516e-03
1334 1.225448e+12 0.000000e+00 8.299861e-01 1.700139e-01 3.685859e-01 2.684997e-01 1.470426e-02 1.060037e-01 2.638895e-01 nan nan nan 1.128045e+01 2.634129e+00 4.118544e-02 1.102067e+01 3.719808e+01 0.000000e+00
1335 1.246221e+12 5.037730e-01 3.148865e-01 1.813405e-01 5.965000e-01 5.034493e-01 6.717124e-03 4.704402e-02 2.856137e-01 7.300786e+00 4.203799e+00 5.150579e-01 9.258250e+00 2.356618e+00 0.000000e+00 9.614282e+00 1.684585e+01 1.000001e-02
1336 1.015628e+12 1.723409e-01 4.895925e-01 3.380666e-01 1.544735e-01 2.469286e-01 7.498558e-03 1.086185e-01 3.027405e-01 8.387859e+00 7.611488e+00 0.000000e+00 7.572512e+00 3.492742e+00 0.000000e+00 9.018219e+00 1.934831e+01 0.000000e+00
1337 9.978811e+11 3.951957e-01 5.275044e-01 7.729982e-02 5.859681e-01 5.169888e-01 1.679673e-02 4.857649e-02 2.262300e-01 7.266353e+00 5.386044e+00 0.000000e+00 8.019098e+00 2.970363e+00 8.540896e-01 1.004631e+01 4.039251e+01 3.081638e-02
1338 9.298602e+11 2.575301e-01 6.674422e-01 7.502763e-02 3.896298e-01 3.547317e-01 8.890701e-03 4.528340e-02 1.990020e-01 9.164500e+00 3.127610e+00 0.000000e+00 1.020213e+01 2.533987e+00 4.620167e-03 1.123236e+01 3.825216e+01 0.000000e+00
1339 1.161628e+12 0.000000e+00 8.409837e-01 1.590163e-01 2.521417e-02 1.667879e-01 4.337117e-02 1.171522e-01 2.457024e-01 nan nan nan 1.248413e+01 3.435939e+00 2.196302e-02 1.085178e+01 5.871363e+01 9.030641e-03
1340 9.125723e+11 3.349051e-01 5.583414e-01 1.067535e-01 4.003456e-01 3.433174e-01 8.997077e-03 5.661714e-02 2.350478e-01 4.689799e+00 2.746667e+00 2.858077e-01 6.599683e+00 2.464095e+00 1.507402e+00 6.386284e+00 3.002009e+01 1.687904e-01
1341 7.319171e+11 6.193588e-01 3.020561e-01 7.858508e-02 7.531852e-01 5.848040e-01 4.196531e-03 2.523130e-02 2.187353e-01 6.589732e+00 5.187794e+00 3.051529e-01 8.439241e+00 2.377506e+00 7.219670e-01 9.944324e+00 2.088389e+01 3.177580e-02
1342 9.846331e+11 4.198371e-01 5.425743e-01 3.758851e-02 6.096498e-01 4.533560e-01 1.507599e-02 6.824535e-02 2.549977e-01 5.191597e+00 6.989991e+00 1.241104e+00 7.328879e+00 4.020783e+00 2.931314e-02 8.308849e+00 6.378627e+01 0.000000e+00
1343 9.145469e+11 5.268498e-01 3.774666e-01 9.568364e-02 7.106499e-01 5.691753e-01 5.255469e-03 2.482296e-02 2.541245e-01 2.801612e+00 6.023199e+00 3.161719e-01 4.176748e+00 2.244025e+00 1.968283e+00 5.999477e+00 1.097037e+01 5.916667e-02
1344 7.073690e+11 0.000000e+00 6.219374e-01 3.780626e-01 2.121342e-01 2.155129e-01 9.790814e-03 9.233109e-02 3.571021e-01 nan nan nan 2.848162e+00 3.386370e+00 1.285976e+00 3.577034e+00 1.907517e+01 1.991823e-01
1345 9.001136e+11 2.472751e-01 6.620444e-01 9.068043e-02 2.792671e-01 2.659906e-01 6.665016e-03 4.580824e-02 2.034044e-01 8.463803e+00 2.436120e+00 0.000000e+00 9.400444e+00 2.941617e+00 2.736610e-02 1.092712e+01 3.022229e+01 0.000000e+00
1346 1.081379e+12 5.979179e-01 3.252790e-01 7.680317e-02 7.296246e-01 6.381343e-01 7.606365e-03 7.744455e-02 2.635356e-01 7.222358e+00 1.057708e+01 1.595081e+00 1.045465e+01 3.662840e+00 6.049736e-02 9.876447e+00 3.615248e+01 1.326843e-02
1347 1.028751e+12 3.097371e-01 6.499183e-01 4.034456e-02 4.208073e-01 3.893789e-01 8.881727e-03 8.487944e-02 2.709177e-01 4.658099e+00 1.443311e+01 6.923949e-01 6.206231e+00 6.589440e+00 1.120929e+00 8.051072e+00 5.402734e+01 0.000000e+00
1349 1.049484e+12 2.923056e-01 4.897025e-01 2.179919e-01 5.602306e-01 4.612464e-01 1.047763e-02 1.058054e-01 2.697581e-01 6.290619e+00 1.308997e+01 3.615618e-01 7.071443e+00 4.217242e+00 3.921046e-01 7.973840e+00 2.010410e+01 4.396489e-03
1350 1.048007e+12 5.701762e-01 3.334667e-01 9.635712e-02 6.299957e-01 6.071494e-01 3.372291e-03 7.468691e-02 2.912537e-01 6.119630e+00 1.108701e+01 2.027762e+00 8.859027e+00 2.703812e+00 4.781302e-03 1.025118e+01 1.842093e+01 1.095019e-02
1351 1.078594e+12 6.024097e-01 3.725028e-01 2.508750e-02 7.428260e-01 5.403961e-01 1.143723e-02 9.207344e-02 2.863904e-01 6.890977e+00 1.048324e+01 7.869836e-01 7.508424e+00 3.014336e+00 1.529728e-01 9.655095e+00 1.548103e+01 0.000000e+00
1352 1.033056e+12 3.883212e-01 2.709226e-01 3.407562e-01 5.056109e-01 3.936052e-01 2.254372e-02 1.128677e-01 2.851322e-01 5.103616e+00 4.692502e+00 1.727920e-02 6.215479e+00 3.192881e+00 1.564783e+00 8.395705e+00 1.944271e+01 5.195066e-01
1353 1.005199e+12 0.000000e+00 8.577536e-01 1.422464e-01 4.356648e-02 1.850424e-01 5.059410e-03 3.494909e-02 2.363590e-01 nan nan nan 1.011070e+01 2.700547e+00 3.744116e-02 1.078308e+01 1.786326e+01 0.000000e+00
1354 7.244766e+11 0.000000e+00 9.655483e-01 3.445174e-02 1.052529e-01 1.695375e-01 6.104632e-03 3.166435e-02 2.245319e-01 nan nan nan 7.486887e+00 3.703223e+00 0.000000e+00 1.050837e+01 5.387244e+01 5.678485e-03
1355 1.021451e+12 4.408249e-01 3.841808e-01 1.749943e-01 5.613747e-01 4.987847e-01 1.027527e-02 9.092998e-02 2.859763e-01 6.097957e+00 9.549621e+00 1.725981e+00 9.583206e+00 3.248689e+00 1.184460e-01 8.650212e+00 2.220338e+01 0.000000e+00
1356 9.437798e+11 0.000000e+00 5.877900e-01 4.122100e-01 7.405593e-02 1.854216e-01 7.827492e-03 6.459404e-02 3.130046e-01 nan nan nan 2.361988e+00 2.118976e+00 2.090696e+00 4.870921e+00 1.256730e+01 8.863636e-02
1357 1.104017e+12 3.760160e-01 4.590719e-01 1.649121e-01 5.294200e-01 4.650920e-01 1.309633e-02 7.509822e-02 2.539472e-01 5.545058e+00 4.346606e+00 9.159243e-01 9.190837e+00 2.321477e+00 4.559834e-02 8.299756e+00 2.635144e+01 0.000000e+00
1358 1.164736e+12 3.596035e-01 6.004942e-01 3.990234e-02 3.729715e-01 4.660857e-01 1.210400e-02 6.754385e-02 2.867780e-01 4.187692e+00 1.368570e+01 8.476365e-01 9.462996e+00 3.447231e+00 3.659554e-02 9.380347e+00 7.440316e+01 7.550601e-03
1359 9.531627e+11 2.615811e-01 5.464399e-01 1.919789e-01 2.504574e-01 3.011689e-01 1.245396e-02 6.307127e-02 2.778737e-01 2.691911e+00 5.933052e+00 1.050611e+00 6.042443e+00 2.687445e+00 1.579507e-01 6.828355e+00 1.185607e+01 4.405004e-03
1360 9.758501e+11 0.000000e+00 6.920609e-01 3.079391e-01 2.673995e-01 2.467195e-01 2.577002e-02 1.972617e-01 3.226031e-01 nan nan nan 5.149314e+00 4.025510e+00 1.104423e+00 5.963915e+00 3.694110e+01 1.711966e-01
1361 1.059842e+12 3.622055e-01 3.850120e-01 2.527826e-01 5.914899e-01 4.244270e-01 1.782952e-02 1.242469e-01 3.073769e-01 6.018720e+00 3.758755e+00 1.032549e+00 7.769835e+00 2.999923e+00 5.241188e-02 8.145508e+00 2.568057e+01 0.000000e+00
1362 6.529709e+11 5.164614e-01 4.480928e-01 3.544581e-02 7.358417e-01 5.630154e-01 3.936798e-03 2.526309e-02 1.880201e-01 4.704143e+00 7.058023e+00 1.002761e+00 6.623096e+00 3.593778e+00 5.077295e-01 1.071351e+01 4.473014e+01 3.743094e-03
1363 5.663934e+11 6.241355e-01 1.680663e-01 2.077982e-01 7.225240e-01 5.616482e-01 2.744513e-03 1.059464e-02 1.983182e-01 5.257973e+00 3.679840e+00 8.972385e-01 7.861202e+00 1.720103e+00 1.000328e-01 9.192296e+00 6.768954e+00 1.638223e-02
1364 8.894029e+11 3.580939e-01 5.657626e-01 7.614356e-02 6.058453e-01 5.095064e-01 1.186301e-02 3.207334e-02 1.953126e-01 2.637305e+00 5.627294e+00 9.002140e-01 5.259588e+00 2.857632e+00 9.409968e-01 8.254096e+00 1.764914e+01 1.764102e-02
1365 1.201071e+12 5.452032e-01 3.715279e-01 8.326891e-02 6.278550e-01 5.753996e-01 4.401229e-03 2.068051e-02 1.776416e-01 9.038293e+00 6.313850e+00 3.152632e-01 1.078275e+01 3.051245e+00 1.056824e-01 1.157594e+01 1.522589e+01 0.000000e+00
1366 8.649774e+11 0.000000e+00 9.242471e-01 7.575292e-02 7.883063e-02 1.901983e-01 1.039624e-02 3.445735e-02 2.352643e-01 nan nan nan 9.391574e+00 2.451583e+00 0.000000e+00 1.034963e+01 2.668844e+01 0.000000e+00
1367 1.151013e+12 1.645266e-01 7.165294e-01 1.189440e-01 1.539020e-01 2.169461e-01 1.689401e-02 1.012062e-01 2.951317e-01 5.711584e+00 1.397465e+01 8.395368e-01 6.309681e+00 3.482154e+00 4.669671e-01 7.240018e+00 2.450356e+01 0.000000e+00
1368 1.015803e+12 2.290079e-01 5.032087e-01 2.677835e-01 2.771264e-01 2.798403e-01 1.970866e-02 1.599038e-01 3.024082e-01 5.969219e+00 2.049170e+01 4.713377e-01 5.794301e+00 4.139272e+00 9.293639e-01 6.924775e+00 1.908994e+01 1.972577e-02
1369 8.826884e+11 4.063829e-01 5.534934e-01 4.012374e-02 5.939521e-01 4.564556e-01 6.284539e-03 2.649187e-02 1.791021e-01 1.008240e+01 4.181145e+00 0.000000e+00 1.114315e+01 2.270701e+00 0.000000e+00 1.106947e+01 4.530541e+01 0.000000e+00
1371 9.783479e+11 6.318750e-01 2.950826e-01 7.304241e-02 7.407315e-01 6.000497e-01 5.080097e-03 1.993494e-02 2.589922e-01 7.829556e+00 4.861886e+00 5.675686e-02 9.609935e+00 1.648032e+00 1.596925e-01 1.048838e+01 1.327973e+01 0.000000e+00
1372 5.230212e+11 6.410098e-01 3.313630e-01 2.762718e-02 7.652578e-01 5.707319e-01 6.939498e-03 5.320544e-02 2.124096e-01 2.884182e+00 7.821636e+00 1.707585e+00 4.682198e+00 3.111333e+00 2.344647e-01 8.833082e+00 3.600741e+01 4.298879e-03
1374 1.083630e+12 4.235615e-01 3.196407e-01 2.567978e-01 4.848699e-01 4.207964e-01 1.941456e-02 1.151908e-01 2.848336e-01 6.652807e+00 9.049304e+00 1.474787e+00 8.797341e+00 2.411986e+00 9.256464e-02 8.951945e+00 1.817780e+01 0.000000e+00
1375 7.368048e+11 0.000000e+00 8.454526e-01 1.545474e-01 7.324469e-02 1.416345e-01 3.679093e-03 2.881172e-02 2.598912e-01 nan nan nan 6.939830e+00 2.497883e+00 7.639840e-01 9.833410e+00 1.260363e+01 4.708426e-03
1376 1.124146e+12 4.163036e-01 3.783638e-01 2.053326e-01 5.962752e-01 4.907246e-01 8.288511e-03 7.111685e-02 2.650471e-01 4.460756e+00 4.981175e+00 1.657944e+00 8.202916e+00 2.720990e+00 1.339004e-01 7.859988e+00 1.916333e+01 7.157968e-02
1377 1.048476e+12 4.263455e-01 4.299386e-01 1.437160e-01 4.745087e-01 4.640820e-01 7.714800e-03 6.484299e-02 2.782652e-01 5.026477e+00 5.630140e+00 9.729701e-01 8.391223e+00 2.454093e+00 2.089207e-02 8.681275e+00 1.717308e+01 2.227187e-02
1378 1.000609e+12 7.015977e-01 2.617390e-01 3.666324e-02 7.417387e-01 6.653334e-01 6.018313e-03 7.343710e-02 2.544375e-01 6.763016e+00 9.937017e+00 1.415062e+00 1.010192e+01 3.588458e+00 5.047560e-02 1.001557e+01 5.096507e+01 0.000000e+00
1379 1.006182e+12 3.007555e-01 5.401376e-01 1.591069e-01 3.723444e-01 3.936936e-01 7.601660e-03 3.572722e-02 2.703186e-01 4.101680e+00 5.324160e+00 7.821242e-01 6.708781e+00 2.445842e+00 6.403059e-02 8.678604e+00 1.397733e+01 0.000000e+00
1380 5.123675e+11 2.994985e-01 5.619543e-01 1.385472e-01 9.694340e-02 3.231684e-01 3.100658e-03 3.601919e-02 2.576115e-01 7.421267e+00 8.695312e+00 3.928592e-01 6.446047e+00 3.032110e+00 1.255366e-01 4.942339e+00 8.562222e+00 2.710361e-02
1381 9.958916e+11 2.890621e-01 5.655318e-01 1.454062e-01 2.468197e-01 2.981241e-01 6.743085e-03 7.485045e-02 3.021067e-01 7.300869e+00 4.025036e+00 3.880845e-01 8.243204e+00 3.101952e+00 1.547156e-02 9.121783e+00 1.374993e+01 4.816957e-03
1382 1.103295e+12 3.806153e-01 5.301355e-01 8.924920e-02 5.283913e-01 5.051928e-01 6.481082e-03 3.066652e-02 2.070802e-01 5.259588e+00 4.836621e+00 1.001829e+00 8.909467e+00 2.442952e+00 3.265501e-01 1.036227e+01 1.834808e+01 1.443184e-02
1383 1.048277e+12 6.031022e-01 3.353797e-01 6.151816e-02 7.123593e-01 6.234130e-01 4.322150e-03 2.670086e-02 2.002098e-01 6.510100e+00 7.373502e+00 1.797484e+00 9.507668e+00 3.676505e+00 1.541560e-01 1.021469e+01 2.048776e+01 0.000000e+00
1384 9.309170e+11 4.669564e-01 3.783561e-01 1.546875e-01 5.984862e-01 4.958613e-01 9.430908e-03 7.711411e-02 2.329728e-01 2.925803e+00 8.284269e+00 1.548251e+00 7.831385e+00 3.930651e+00 1.564132e-01 7.201016e+00 2.415933e+01 4.678113e-03
1385 8.791493e+11 2.411557e-01 6.367095e-01 1.221348e-01 1.823123e-01 2.892886e-01 7.808797e-03 4.853708e-02 2.271535e-01 5.306311e+00 3.728602e+00 4.862283e-01 7.940901e+00 3.139385e+00 6.018003e-02 9.976007e+00 2.180364e+01 0.000000e+00
1386 9.133890e+11 3.780114e-01 4.935212e-01 1.284674e-01 4.584512e-01 3.879849e-01 1.270448e-02 7.877667e-02 2.711222e-01 5.047898e+00 6.212160e+00 8.698985e-01 7.174467e+00 3.637745e+00 7.127554e-02 8.653433e+00 3.319839e+01 1.388343e-02
1387 1.200274e+12 0.000000e+00 9.206254e-01 7.937459e-02 5.875718e-02 1.725465e-01 3.233636e-02 6.555756e-02 2.035253e-01 nan nan nan 1.033677e+01 3.015858e+00 5.749289e-02 9.567702e+00 8.620227e+01 9.988918e-03
1388 9.872244e+11 4.350180e-01 5.393721e-01 2.560985e-02 5.655827e-01 4.685126e-01 5.238906e-03 1.884092e-02 1.658588e-01 8.432424e+00 3.353281e+00 8.318650e-02 9.908857e+00 3.086364e+00 7.190461e-02 1.190435e+01 5.130553e+01 0.000000e+00
1389 9.980370e+11 4.564393e-01 5.088466e-01 3.471414e-02 4.698342e-01 4.486532e-01 5.121512e-03 5.027026e-02 2.936645e-01 6.541784e+00 3.546826e+00 1.018195e+00 8.945833e+00 2.133464e+00 5.968059e-02 9.669205e+00 3.920998e+01 4.260798e-03
1390 1.186414e+12 2.126672e-01 5.717932e-01 2.155396e-01 3.020546e-01 2.692034e-01 8.175352e-03 6.440380e-02 2.603012e-01 8.440631e+00 2.348321e+00 2.683118e-01 9.463227e+00 2.790674e+00 7.212119e-02 9.418598e+00 1.858513e+01 0.000000e+00
1392 7.577897e+11 4.813691e-01 3.654714e-01 1.531595e-01 3.357551e-01 4.611965e-01 7.423333e-03 6.347939e-02 2.383399e-01 4.086708e+00 9.710919e+00 1.361922e+00 8.341137e+00 3.571460e+00 8.740466e-02 8.545926e+00 1.063206e+01 7.086801e-03
1393 9.654693e+11 5.002702e-01 3.940315e-01 1.056983e-01 6.888855e-01 4.903162e-01 1.285906e-02 2.065391e-01 2.652813e-01 5.887846e+00 1.884981e+01 1.487508e+00 8.693014e+00 5.491972e+00 2.583619e-01 6.885648e+00 6.764718e+01 4.142771e-03
1395 8.380572e+11 5.219337e-01 4.124655e-01 6.560080e-02 7.046497e-01 6.398662e-01 4.954027e-03 3.919744e-02 2.558654e-01 5.257973e+00 1.195290e+01 1.001579e+00 9.202984e+00 3.536707e+00 7.890047e-02 1.003784e+01 2.341707e+01 0.000000e+00
1396 1.078966e+12 2.587583e-01 5.991641e-01 1.420776e-01 3.491559e-01 3.291619e-01 1.445421e-02 5.350916e-02 2.207942e-01 8.981768e+00 3.504433e+00 0.000000e+00 9.763297e+00 2.922303e+00 0.000000e+00 1.095327e+01 2.104821e+01 0.000000e+00
1397 8.184611e+11 3.626514e-01 3.164238e-01 3.209248e-01 5.400648e-01 4.154923e-01 1.832897e-02 9.575102e-02 3.036558e-01 1.357715e+00 5.087946e+00 1.964283e+00 2.620030e+00 2.437821e+00 5.885718e-01 5.522193e+00 1.790038e+01 1.300650e-01
1398 8.959338e+11 5.903337e-01 3.402924e-01 6.937389e-02 5.696155e-01 5.830323e-01 8.588761e-03 3.892074e-02 2.663463e-01 4.501051e+00 9.116047e+00 1.401626e+00 8.689815e+00 2.664907e+00 4.944143e-02 9.616955e+00 2.764806e+01 9.371351e-03
1399 1.059367e+12 9.339031e-02 5.833879e-01 3.232218e-01 -1.274466e-01 1.960554e-01 5.197464e-03 4.406705e-02 2.850457e-01 3.656033e+00 1.153494e+01 6.398498e-01 7.354272e+00 2.211736e+00 6.717699e-02 8.527042e+00 8.987855e+00 3.416876e-02
1400 1.099545e+12 2.511452e-01 5.957515e-01 1.531032e-01 3.588723e-01 3.312753e-01 1.035100e-02 7.886185e-02 2.811395e-01 6.370648e+00 4.759182e+00 5.402754e-01 9.352520e+00 1.938441e+00 4.849193e-02 1.000948e+01 3.127685e+01 1.677866e-02
1401 1.123959e+12 0.000000e+00 7.612978e-01 2.387022e-01 1.030141e-01 1.636444e-01 6.656306e-03 1.272011e-01 1.808359e-01 nan nan nan 9.101282e+00 9.840285e+00 5.209088e-01 9.070753e+00 2.784392e+01 0.000000e+00
1402 1.006127e+12 5.766835e-01 3.381471e-01 8.516940e-02 6.978346e-01 6.078314e-01 8.981714e-03 5.647149e-02 3.008208e-01 6.093467e+00 7.995176e+00 1.558128e+00 9.534722e+00 2.295127e+00 1.565068e-01 9.565675e+00 1.940426e+01 0.000000e+00
1403 9.207299e+11 6.925875e-01 2.788036e-01 2.860893e-02 8.139576e-01 6.986974e-01 3.706612e-03 2.716878e-02 1.935378e-01 5.378050e+00 9.660050e+00 1.711649e+00 8.547292e+00 2.974672e+00 8.666175e-02 1.046106e+01 4.813833e+01 0.000000e+00
1404 9.049013e+11 4.897101e-01 4.869005e-01 2.338940e-02 5.301435e-01 6.102333e-01 5.666353e-03 4.546557e-02 2.636874e-01 5.723218e+00 1.311718e+01 7.325130e-01 9.412671e+00 3.078840e+00 1.199170e-01 1.088113e+01 4.915155e+01 0.000000e+00
1405 9.899791e+11 3.658151e-01 4.167334e-01 2.174515e-01 5.916929e-01 4.244296e-01 5.253968e-03 3.603021e-02 2.161488e-01 5.563946e+00 5.375341e+00 4.724331e-01 6.759177e+00 2.970256e+00 9.368015e-02 8.242056e+00 1.254827e+01 3.782876e-02
1406 9.192741e+11 5.731087e-01 3.688112e-01 5.808015e-02 5.855373e-01 5.790091e-01 5.053681e-03 4.002418e-02 2.891841e-01 5.121589e+00 8.055059e+00 1.533971e+00 9.555306e+00 3.065405e+00 2.897390e-02 9.663038e+00 2.887806e+01 0.000000e+00
1407 9.907430e+11 6.137752e-01 3.144133e-01 7.181149e-02 6.763162e-01 6.146965e-01 4.420747e-03 6.354620e-02 3.007695e-01 4.576609e+00 8.614029e+00 2.234311e+00 8.517714e+00 3.100898e+00 8.503576e-02 8.822670e+00 2.428324e+01 9.939899e-03
1408 9.817715e+11 4.005725e-01 4.662688e-01 1.331586e-01 4.908021e-01 4.206115e-01 4.416869e-03 2.634385e-02 2.310323e-01 2.881815e+00 2.594827e+00 8.593168e-01 7.195050e+00 2.182393e+00 3.030561e-01 7.813679e+00 1.400676e+01 5.149914e-03
1409 8.015440e+11 0.000000e+00 6.531056e-01 3.468944e-01 5.242921e-01 4.265072e-01 2.827994e-04 2.577117e-02 2.339761e-01 nan nan nan 6.164325e+00 3.809253e+00 1.925741e+00 4.610199e+00 1.338352e+01 5.244579e-01
1410 9.342548e+11 0.000000e+00 4.499458e-01 5.500542e-01 5.976895e-02 1.753687e-01 7.885956e-03 6.137156e-02 2.810444e-01 nan nan nan 3.454155e+00 1.787954e+00 6.340185e-02 5.909582e+00 9.525221e+00 6.156857e-02
1411 9.219492e+11 3.515208e-01 3.839352e-01 2.645440e-01 5.229504e-01 4.463916e-01 5.352650e-03 6.176474e-02 3.163685e-01 2.511227e+00 6.230092e+00 1.934203e+00 5.267556e+00 2.458448e+00 7.516699e-02 7.439935e+00 1.603968e+01 3.329414e-02
1412 1.232336e+12 0.000000e+00 9.225603e-01 7.743972e-02 3.018074e-01 2.479294e-01 7.772657e-03 4.345937e-02 2.658244e-01 nan nan nan 8.982527e+00 1.887222e+00 0.000000e+00 1.034666e+01 3.387696e+01 0.000000e+00
1413 8.358895e+11 0.000000e+00 9.329905e-01 6.700946e-02 2.688518e-01 3.052188e-01 5.719656e-03 3.600318e-02 2.173586e-01 nan nan nan 3.880900e+00 2.713792e+00 8.312931e-01 1.006841e+01 3.245079e+01 9.856881e-03
1414 9.801265e+11 4.519013e-01 3.598233e-01 1.882754e-01 5.150208e-01 4.867481e-01 1.240583e-02 1.011069e-01 2.432132e-01 4.803293e+00 1.393417e+01 1.102159e+00 8.201184e+00 3.340336e+00 1.660773e-01 8.590845e+00 2.005005e+01 2.043310e-02
1415 9.938171e+11 2.972154e-01 6.418424e-01 6.094220e-02 -3.185735e-02 3.018736e-01 6.750369e-03 9.195591e-02 2.984667e-01 4.246208e+00 1.612651e+01 1.041366e+00 8.329827e+00 3.654326e+00 5.517527e-02 1.028808e+01 2.155053e+01 4.346464e-03
